0	1.9073486328125e-06
1	3.814697265625e-06
2	5.9604644775390625e-06
3	5.9604644775390625e-06
4	8.344650268554688e-06
5	1.621246337890625e-05
6	3.075599670410156e-05
7	6.008148193359375e-05
8	0.00011920928955078125
9	0.00023818016052246094
10	0.0004761219024658203
11	0.0009520053863525391
12	0.001934051513671875
13	0.0038099288940429688
14	0.007842063903808594
15	0.016151905059814453
16	0.03221297264099121
17	0.06106090545654297
18	0.12775516510009766
19	0.25669097900390625
20	0.5045702457427979
21	1.0237340927124023
22	2.0252511501312256
23	4.048236846923828
24	8.017486810684204
